Client,Amount,Date,Registrant,Purpose,From subcontractor,Source
"International Counsel Bureau, Kuwaiti Counsel for the Families of Kuwaiti Citizens at Guantanamo Bay",0.00,01/31/13*,Pillsbury Winthrop Shaw Pittman LLP,"Payments received during the period August 1, 2012 to January 21, 2013.",,http://www.fara.gov/docs/5198-Supplemental-Statement-20130302-15.pdf
"King Abdullah City for Atomic and Renewable Energy (""KACARE"") ",8470161.67,01/31/13*,Pillsbury Winthrop Shaw Pittman LLP,"Payments received during the period August 1, 2012 to January 21, 2013.",,http://www.fara.gov/docs/5198-Supplemental-Statement-20130302-15.pdf
Government of the Republic of Korea,270000.00,01/31/13*,Pillsbury Winthrop Shaw Pittman LLP,"Payments received during the period August 1, 2012 to January 21, 2013.",,http://www.fara.gov/docs/5198-Supplemental-Statement-20130302-15.pdf
Canadian Broadcasting Corporation,65951.05,03/31/13*,Finkelstein Thompson LLP,,,http://www.fara.gov/docs/5213-Supplemental-Statement-20130506-20.pdf
"City of Sunderland, England",45970.37,03/31/13*,Larry L. Overstreet,,,http://www.fara.gov/docs/5246-Supplemental-Statement-20130401-21.pdf
Innovation Norway,765000.00,12/31/12*,Innovation Norway,,,http://www.fara.gov/docs/526-Supplemental-Statement-20130207-17.pdf
Hong Kong Trade Development Council,202549.80,2012-12-31,Wexler & Walker Public Policy Associates,Performance of Consultancy Services,,http://www.fara.gov/docs/5265-Supplemental-Statement-20130130-16.pdf
Belgian Tourist Office/OPT,300382.47,12/31/12*,Belgian Tourist Office,,,http://www.fara.gov/docs/529-Supplemental-Statement-20130204-19.pdf
Japan External Trade Organization (JETRO),19425.00,12/31/12*,"Global Policy Group, Inc.",,,http://www.fara.gov/docs/5290-Supplemental-Statement-20130104-16.pdf
Government of Barbados,47267.46,02/28/13*,Bruce Zagaris,,,http://www.fara.gov/docs/5299-Supplemental-Statement-20130228-16.pdf
Commonwealth Of Dominica,760313.00,04/30/13*,"Commonwealth of Dominica Maritime Registry, Inc.",Registration Income,,http://www.fara.gov/docs/5334-Supplemental-Statement-20130513-18.pdf
Institute Of Cetacean Research,4305.00,2012-07-31,Butterfield Carter & Associates,4000 Retainer + $305 Filing fee,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130131-17.pdf
Institute Of Cetacean Research,4000.00,2012-08-31,Butterfield Carter & Associates,4000 Retainer,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130131-17.pdf
Institute Of Cetacean Research,6310.00,2012-09-30,Butterfield Carter & Associates,4000 Retainer + 2310 Expenses,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130131-17.pdf
Institute Of Cetacean Research,4740.00,2012-10-31,Butterfield Carter & Associates,3000 Retainer + 1740 Expenses,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130131-17.pdf
Institute Of Cetacean Research,3330.00,2012-11-30,Butterfield Carter & Associates,3000 Retainer + 330 Expenses,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130131-17.pdf
Institute Of Cetacean Research,4320.00,2012-12-31,Butterfield Carter & Associates,3000 Retainer + 1320 Expenses,,http://www.fara.gov/docs/5398-Supplemental-Statement-20130131-17.pdf
Rongelap Atoll Local Government,13305.48,12/31/12*,"Van Scoyoc Associates, Inc.",Retainer,,http://www.fara.gov/docs/5401-Supplemental-Statement-20130130-16.pdf
The Government of the Republic of Cameroon,87470.00,03/31/13*,GoodWorks International LLC,,,http://www.fara.gov/docs/5414-Supplemental-Statement-20130510-20.pdf
Malaysian Rubber Export Promotion Council (MREPC),220049.14,01/31/13*,Malaysian Rubber Export Promotion Council,,,http://www.fara.gov/docs/5444-Supplemental-Statement-20130227-16.pdf
Government of Japan,15000.00,2012-09-04,"Hecht, Spencer & Associates, Inc.",contractual fee,,http://www.fara.gov/docs/5451-Supplemental-Statement-20130321-16.pdf
Government of Japan,15000.00,2012-10-01,"Hecht, Spencer & Associates, Inc.",contractual fee,,http://www.fara.gov/docs/5451-Supplemental-Statement-20130321-16.pdf
Government of Japan,15000.00,2012-11-01,"Hecht, Spencer & Associates, Inc.",contractual fee,,http://www.fara.gov/docs/5451-Supplemental-Statement-20130321-16.pdf
Government of Japan,15000.00,2012-12-03,"Hecht, Spencer & Associates, Inc.",contractual fee,,http://www.fara.gov/docs/5451-Supplemental-Statement-20130321-16.pdf
Government of Japan,15000.00,2012-12-31,"Hecht, Spencer & Associates, Inc.",contractual fee,,http://www.fara.gov/docs/5451-Supplemental-Statement-20130321-16.pdf
Government of Japan,15000.00,2013-02-04,"Hecht, Spencer & Associates, Inc.",contractual fee,,http://www.fara.gov/docs/5451-Supplemental-Statement-20130321-16.pdf
Embassy of Libya,15000.00,2012-10-05,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of Libya,15000.00,2012-11-02,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of Libya,15000.00,2012-11-19,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of Libya,15000.00,2013-01-15,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of Libya,15000.00,2013-03-14,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of Libya,15000.00,2013-03-22,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of the United Arab Emirates,298042.68,2012-10-15,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of the United Arab Emirates,307166.77,2012-11-20,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of the United Arab Emirates,366244.57,2012-12-13,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of the United Arab Emirates,659270.00,2013-01-17,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Executive Affairs Authority of the Government of Abu Dhabi,20304.28,2013-02-11,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of the United Arab Emirates,84121.25,2013-02-26,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
Embassy of the United Arab Emirates,350272.00,2013-03-14,"The Harbour Group, LLC",Public Relations Services,,http://www.fara.gov/docs/5478-Supplemental-Statement-20130501-20.pdf
The Government of the Republic of Angola,5336136.00,04/30/13*,"LISCR, LLC",Corporates Fees and Taxes,,http://www.fara.gov/docs/5490-Supplemental-Statement-20130529-19.pdf
The Government of the Republic of Angola,6607099.00,04/30/13*,"LISCR, LLC",Marine Investigations and International Participation Fees,,http://www.fara.gov/docs/5490-Supplemental-Statement-20130529-19.pdf
The Government of the Republic of Angola,7696155.00,04/30/13*,"LISCR, LLC",Tonnage Taxes,,http://www.fara.gov/docs/5490-Supplemental-Statement-20130529-19.pdf
The Government of the Republic of Angola,19847275.00,04/30/13*,"LISCR, LLC",Maritime Fees,,http://www.fara.gov/docs/5490-Supplemental-Statement-20130529-19.pdf
The Government of the Republic of Angola,6900184.00,04/30/13*,"LISCR, LLC","Agent Fees paid to LISCR, LLC from the Liberian Registry as compensation for management services rendered.",,http://www.fara.gov/docs/5490-Supplemental-Statement-20130529-19.pdf
Switzerland Tourism,200000.00,2012-07-01,Switzerland Tourism,Current Expenses,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,85000.00,2012-08-01,Switzerland Tourism,Current Expenses,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,260000.00,2012-09-01,Switzerland Tourism,Current Expenses,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,420000.00,2012-10-01,Switzerland Tourism,Current Expenses,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,235000.00,2012-11-01,Switzerland Tourism,Current Expenses,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,270000.00,2012-12-01,Switzerland Tourism,Current Expenses,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,39025.00,2012-07-01,Switzerland Tourism,Participation in summer ..marketing program,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,0.00,2012-07-01,Switzerland Tourism,Participation in winter marketing; program,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,20099.00,2012-07-01,Switzerland Tourism,Participation in Design arid Lifestyle Marketing Program,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,21516.00,2012-07-01,Switzerland Tourism,Participatipn Switzerland Incentive and Congress IT&ME Travel Show,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,0.00,2012-07-01,Switzerland Tourism,Participation in G&L marketing program,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,34467.00,2012-07-01,Switzerland Tourism,Switzerland joint campaign with Key Accounts,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,22414.00,2012-07-01,Switzerland Tourism,Web Promotions,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Switzerland Tourism,8767.00,2012-07-01,Switzerland Tourism,Participation in various marketing programs,,http://www.fara.gov/docs/55-Supplemental-Statement-20130131-17.pdf
Democratic Progressive Party,5000.00,02/28/13*,Michael Joseph Fonte,,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130401-15.pdf
Democratic Progressive Party,5000.00,2012-03-01,Michael Joseph Fonte,Consultant fees,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130419-16.pdf
Democratic Progressive Party,5000.00,2012-04-01,Michael Joseph Fonte,Consultant fees,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130419-16.pdf
Democratic Progressive Party,5000.00,2012-05-01,Michael Joseph Fonte,Consultant fees,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130419-16.pdf
Democratic Progressive Party,5000.00,2012-06-01,Michael Joseph Fonte,Consultant fees,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130419-16.pdf
Democratic Progressive Party,5000.00,2012-07-01,Michael Joseph Fonte,Consultant fees,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130419-16.pdf
Democratic Progressive Party,5000.00,2012-08-01,Michael Joseph Fonte,Consultant fees,,http://www.fara.gov/docs/5514-Supplemental-Statement-20130419-16.pdf
Government of the Kingdom of Morocco,333273.34,05/30/13*,"The Gabriel Company, LLC",,,http://www.fara.gov/docs/5523-Supplemental-Statement-20130528-17.pdf
"Ministry of Finance, Government of Lesotho",100000.00,02/28/13*,"The Whitaker Group, LLC",Contractual obligations,,http://www.fara.gov/docs/5539-Supplemental-Statement-20130510-20.pdf
Russian Federation,0.00,2013-04-30,Alston & Bird LLP,Compensation for services listed in Attachment A,Ketchum Inc.,http://www.fara.gov/docs/5549-Supplemental-Statement-20130530-19.pdf
Taipei Economic And Cultural Representative Office in the United States,120000.00,2013-04-30,Alston & Bird LLP,Compensation for services listed in Attachment A,,http://www.fara.gov/docs/5549-Supplemental-Statement-20130530-19.pdf
Fukuoka Prefectural Government,167385.79,06/30/12*,"Fukuoka Center for Overseas Commerce in America (The Government of Fukuoka Prefecture, Silicon Vall)",,,http://www.fara.gov/docs/5591-Supplemental-Statement-20120731-18.pdf
Fukuoka Prefectural Government,47555.39,2012-08-31,"Fukuoka Center for Overseas Commerce in America (The Government of Fukuoka Prefecture, Silicon Vall)","To pay expenses for office such as lease and utilities purchase of office equipment, services, and others",,http://www.fara.gov/docs/5591-Supplemental-Statement-20130131-19.pdf
Fukuoka Prefectural Government,36864.15,2012-10-15,"Fukuoka Center for Overseas Commerce in America (The Government of Fukuoka Prefecture, Silicon Vall)","To pay expenses for office such as lease and utilities purchase of office equipment, services, and others",,http://www.fara.gov/docs/5591-Supplemental-Statement-20130131-19.pdf
Tourism Ireland Limited,7340265.00,12/31/12*,Tourism Ireland Limited,,,http://www.fara.gov/docs/5594-Supplemental-Statement-20130125-19.pdf
"Osaka University, Japan",111782.16,01/31/13*,"Osaka University, San Francisco Office",,,http://www.fara.gov/docs/5631-Supplemental-Statement-20130207-17.pdf
Government of the Kingdom of Morocco,1507270.61,04/30/13*,"Moroccan-American Center for Policy, Inc.",operating funds,,http://www.fara.gov/docs/5648-Supplemental-Statement-20130528-18.pdf
Government of Antigua and Barbuda,41000.00,2012-10-12,Levick Strategic Communications,Public Relations Services,,http://www.fara.gov/docs/5649-Supplemental-Statement-20130201-18.pdf
Taipei Economic And Cultural Representative Office in the United States,140000.00,01/31/13*,The Glover Park Group LLC,,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130228-17.pdf
Embassy of the Federal Republic of Nigeria,165000.00,01/31/13*,The Glover Park Group LLC,,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130228-17.pdf
Abu Dhabi Investment Authority,154343.74,01/31/13*,The Glover Park Group LLC,,,http://www.fara.gov/docs/5666-Supplemental-Statement-20130228-17.pdf
ENIT - Agenzia Nazionale del Turismo (Italian Government Tourist Board),940375.00,12/31/11*,Italian Government Tourist Board,,,http://www.fara.gov/docs/568-Supplemental-Statement-20130328-14.pdf
ENIT - Agenzia Nazionale del Turismo (Italian Government Tourist Board),1179372.00,06/30/10*,Italian Government Tourist Board,,,http://www.fara.gov/docs/568-Supplemental-Statement-20130404-15.pdf
ENIT - Agenzia Nazionale del Turismo (Italian Government Tourist Board),895769.00,12/31/10*,Italian Government Tourist Board,,,http://www.fara.gov/docs/568-Supplemental-Statement-20130404-16.pdf
Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA),4537.50,2013-04-30,Greenberg Traurig LLP,FARA Activities,,http://www.fara.gov/docs/5712-Supplemental-Statement-20130530-17.pdf
Secretaria de Agricultura Ganderia Desarollo Rural Pesca y Alimentacion (SAGARPA),798515.06,2013-04-30,Greenberg Traurig LLP,Legal Services,,http://www.fara.gov/docs/5712-Supplemental-Statement-20130530-17.pdf
Kurdistan Regional Government (previously known as Kurdish Democratic Party),153508.04,2013-04-30,Greenberg Traurig LLP,Legal Services,,http://www.fara.gov/docs/5712-Supplemental-Statement-20130530-17.pdf
Kurdistan Regional Government (previously known as Kurdish Democratic Party),7500.00,2013-04-30,Greenberg Traurig LLP,FARA activities,,http://www.fara.gov/docs/5712-Supplemental-Statement-20130530-17.pdf
"Mr. Seyed Hossein Gholami, Third Counselor, Mission of the Islamic Republic of Iran to the UN",400.00,06/30/12*,Mark Edmond Clark,,,http://www.fara.gov/docs/5755-Supplemental-Statement-20120731-12.pdf
Russian Federation,318916.67,11/30/12*,Ketchum Inc.,,,http://www.fara.gov/docs/5758-Supplemental-Statement-20130225-19.pdf
Gazprom Export,3142252.95,11/30/12*,Ketchum Inc.,,,http://www.fara.gov/docs/5758-Supplemental-Statement-20130225-19.pdf
Tourism Australia,230132.00,11/30/12*,Ketchum Inc.,,,http://www.fara.gov/docs/5758-Supplemental-Statement-20130225-19.pdf
Province of Quebec,20000.00,2012-11-01,McKenna Long & Aldridge LLP,Government Affairs Consulting Fee,,http://www.fara.gov/docs/5772-Supplemental-Statement-20130521-16.pdf
Province of Quebec,350.00,2012-11-01,McKenna Long & Aldridge LLP,Cost Reimbursement,,http://www.fara.gov/docs/5772-Supplemental-Statement-20130521-16.pdf
Republic of Kenya,316355.00,04/30/12*,"Chlopak, Leonard, Schechter and Associates",,,http://www.fara.gov/docs/5774-Supplemental-Statement-20120531-13.pdf
Government of Bermuda,67500.00,01/31/13*,"Darlene Richeson & Associates, LLC",Fees and Expenses,,http://www.fara.gov/docs/5786-Supplemental-Statement-20130301-12.pdf
Minister of State for Presidential Affairs Office of the President of Liberia,45000.00,01/31/13*,KRL International LLC,Lobbying and consulting services.,,http://www.fara.gov/docs/5788-Supplemental-Statement-20130220-13.pdf
"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)",20000.00,2012-03-15,"Global Communicators, LLC",Fee and expenses,,http://www.fara.gov/docs/5817-Supplemental-Statement-20120731-11.pdf
"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)",15000.00,2012-06-01,"Global Communicators, LLC",Fee and expenses,,http://www.fara.gov/docs/5817-Supplemental-Statement-20120731-11.pdf
"Office of Commercial Affairs, Royal Thai Embassy, Washington, DC (OCA)",35000.00,2012-08-01,"Global Communicators, LLC",,,http://www.fara.gov/docs/5817-Supplemental-Statement-20130128-12.pdf
Enterprise Estonia,34000.00,04/30/13*,Enterprise Estonia in San Jose,,,http://www.fara.gov/docs/5833-Supplemental-Statement-20130517-13.pdf
Flanders Tourism Board,690167.00,11/30/12*,"Tourist Office for Flanders, Belgium",,,http://www.fara.gov/docs/5840-Supplemental-Statement-20121231-11.pdf
Embassy of the Republic of Korea to the United States,90000.00,02/28/13*,Covington & Burling LLP,,,http://www.fara.gov/docs/5852-Supplemental-Statement-20130329-10.pdf
The Italian Government And/or Political Party Under Thereof,81500.00,02/28/13*,Amato Libero Berard,Elected Official,,http://www.fara.gov/docs/5853-Supplemental-Statement-20130513-11.pdf
Embassy Of The Islamic Republic Of Pakistan,75823.18,2012-10-09,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Embassy Of The Islamic Republic Of Pakistan,75000.00,2012-12-04,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Embassy Of The Islamic Republic Of Pakistan,75000.00,2012-12-11,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Embassy Of The Islamic Republic Of Pakistan,81526.24,2012-12-21,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Embassy Of The Islamic Republic Of Pakistan,78128.53,2013-03-27,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Embassy Of The Islamic Republic Of Pakistan,78524.58,2013-03-27,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Embassy Of The Islamic Republic Of Pakistan,76602.10,2013-03-26,"Locke Lord Strategies, L.P.",,,http://www.fara.gov/docs/5856-Supplemental-Statement-20130430-12.pdf
Government of the Republic of South Sudan (GRSS),150000.00,2012-11-23,"Independent Diplomat, Inc.",From the Government of Switzerland for GRSS project,,http://www.fara.gov/docs/5860-Supplemental-Statement-20130530-10.pdf
